#BGC Name	Clan Number	Family Number
JAMFMS010000019.region003	9703	10195
JAMFMT010000017.region003	9703	10195
JAMFMU010000034.region002	9703	10195
JAMFMV010000013.region001	9703	10195
JAMFMW010000010.region001	9703	10195
JAMFMX010000016.region003	9703	10195
JANAXD010000061.region001	9703	10195
JANAXE010000033.region002	9703	10195
JANAXF010000040.region001	9703	10195
JANAXG010000201.region001	9703	10195
JANAXH010000040.region001	9703	10195
JANAXI010000190.region001	9703	10195
JANAXJ010000081.region001	9703	10195
JANAXM010000217.region001	9703	10195
JANAXN010000047.region001	9703	10195
JANAXQ010000001.region002	9703	10195
JANAXR010000079.region001	9703	10195
JANAXS010000037.region001	9703	10195
JANAXT010000037.region001	9703	10195
JANAXU010000043.region001	9703	10195
JANAXV010000051.region001	9703	10195
JANAXW010000225.region001	9703	10195
JANAXX010000042.region001	9703	10195
JANAXZ010000029.region001	9703	10195
JANAYA010000029.region001	9703	10195
JANAYB010000038.region001	9703	10195
JANAYC010000061.region001	9703	10195
JANAYD010000071.region001	9703	10195
JANAYE010000080.region001	9703	10195
JANAYF010000219.region001	9703	10195
JANAYG010000232.region001	9703	10195
JANAYH010000026.region001	9703	10195
JANAYI010000034.region001	9703	10195
JANAYK010000078.region001	9703	10195
JANAYL010000196.region001	9703	10195
JANAYM010000219.region001	9703	10195
JANAYN010000235.region001	9703	10195
JANAYP010000033.region001	9703	10195
JANAYR010000212.region001	9703	10195
JANAYS010000240.region001	9703	10195
JANAYT010000203.region001	9703	10195
JANAYU010000201.region001	9703	10195
JANAYV010000229.region001	9703	10195
JANAYX010000041.region001	9703	10195
JANAZB010000073.region001	9703	10195
JANAZC010000213.region001	9703	10195
JANAZD010000041.region001	9703	10195
JANAZF010000069.region001	9703	10195
JANAZJ010000027.region001	9703	10195
JANAZK010000040.region001	9703	10195
JANAZL010000229.region001	9703	10195
JANAZN010000102.region001	9703	10195
JANAZO010000052.region001	9703	10195
JANAZP010000049.region001	9703	10195
JANAZR010000024.region001	9703	10195
JANAZS010000047.region001	9703	10195
JANAZT010000072.region001	9703	10195
JANAZU010000202.region001	9703	10195
JANAZX010000215.region001	9703	10195
JANAZY010000050.region001	9703	10195
JANBAA010000067.region001	9703	10195
JANBAB010000248.region001	9703	10195
JANBAC010000114.region001	9703	10195
JANBAD010000024.region001	9703	10195
JANBAF010000046.region001	9703	10195
JANBAH010000034.region001	9703	10195
JANBAJ010000160.region001	9703	10195
JANBAL010000075.region001	9703	10195
JANBAM010000201.region001	9703	10195
JANBAN010000076.region001	9703	10195
JANBAO010000024.region001	9703	10195
JANBAP010000052.region001	9703	10195
JANCNW010000070.region001	9703	10195
JANCNY010000028.region002	9703	10195
LOAL01000311.1.region001	9703	10195
LOAO01000164.1.region001	9703	10195
ML734563.1.region001	9703	10195
NKQQ01000051.1.region002	9703	10195
NLCK01000217.1.region002	9703	10195
NWUG02000647.1.region001	9703	10195
NWUH02000165.1.region004	9703	10195
NWUI02000187.1.region001	9703	10195
RAWY01000199.1.region001	9703	10195
RAWZ01000183.1.region001	9703	10195
RAXB01000106.1.region001	9703	10195
RAXD01000053.1.region001	9703	10195
RAXE01000142.1.region001	9703	10195
RAXG01000240.1.region002	9703	10195
RAXH01000024.1.region001	9703	10195
RAXJ01000051.1.region003	9703	10195
RAXK01000084.1.region002	9703	10195
RAXL01000066.1.region001	9703	10195
RAXM01000246.1.region001	9703	10195
RAXN01000113.1.region003	9703	10195
RAXO01000344.1.region001	9703	10195
RAXP01000084.1.region004	9703	10195
RAXQ01000058.1.region001	9703	10195
RAXR01000095.1.region001	9703	10195
SESK01000044.1.region001	9703	10195
SJEZ01000038.1.region001	9703	10195
SJFD01000001.1.region001	9703	10195
SJFG01000008.1.region004	9703	10195
SJFI01000010.1.region001	9703	10195
SKBW01000004.1.region008	9703	10195
SKBY01000013.1.region004	9703	10195
VYXI01000240.1.region001	9703	10195
VYXL01000092.1.region001	9703	10195
JANCNX010000036.region001	9703	16373
LOAK01000287.1.region001	9703	16373
LOAN01000029.1.region002	9703	16373
LOAQ01000526.1.region001	9703	16373
RAXF01000152.1.region001	9703	16373
BEXL01000038.1.region001	10210	10210
BEXM01000056.1.region002	10210	10210
BEXP01000063.1.region001	10210	10210
BEXQ01000043.1.region002	10210	10210
BEXR01000215.1.region001	10210	10210
CP047254.1.region002	10210	10210
CP051024.1.region010	10210	10210
CP051032.1.region010	10210	10210
CP051064.1.region011	10210	10210
CP051074.1.region005	10210	10210
CP051080.1.region010	10210	10210
CP051096.1.region010	10210	10210
CP059871.1.region010	10210	10210
CP082259.1.region010	10210	10210
JABVYS010000039.region001	10210	10210
JABVYT010000003.region002	10210	10210
JABVYV010000003.region001	10210	10210
JABVYW010000006.region001	10210	10210
JABVYZ010000038.region001	10210	10210
JABVZA010000077.region001	10210	10210
JABVZB010000009.region001	10210	10210
JABVZC010000011.region001	10210	10210
JABVZE010000054.region002	10210	10210
JABVZF010000010.region002	10210	10210
JABVZG010000036.region001	10210	10210
JABVZI010000003.region001	10210	10210
JABVZJ010000122.region001	10210	10210
JABVZK010000071.region001	10210	10210
JAGYXF010000022.region001	10210	10210
JAMFMO010000028.region002	10210	10210
JAMFMP010000028.region002	10210	10210
JAMFMQ010000002.region002	10210	10210
JAMFMR010000032.region001	10210	10210
JAMFMS010000013.region003	10210	10210
JAMFMT010000016.region002	10210	10210
JAMFMU010000012.region003	10210	10210
JAMFMV010000029.region002	10210	10210
JAMFMW010000045.region001	10210	10210
JAMFMX010000003.region005	10210	10210
JANAXD010000036.region001	10210	10210
JANAXE010000025.region002	10210	10210
JANAXF010000010.region001	10210	10210
JANAXG010000021.region001	10210	10210
JANAXH010000010.region002	10210	10210
JANAXI010000015.region001	10210	10210
JANAXJ010000011.region001	10210	10210
JANAXK010000070.region002	10210	10210
JANAXM010000013.region002	10210	10210
JANAXN010000020.region002	10210	10210
JANAXP010000055.region002	10210	10210
JANAXQ010000019.region002	10210	10210
JANAXR010000008.region002	10210	10210
JANAXS010000032.region002	10210	10210
JANAXT010000010.region002	10210	10210
JANAXU010000009.region001	10210	10210
JANAXV010000054.region001	10210	10210
JANAXW010000012.region002	10210	10210
JANAXX010000019.region002	10210	10210
JANAYA010000011.region002	10210	10210
JANAYB010000008.region001	10210	10210
JANAYD010000015.region002	10210	10210
JANAYF010000038.region001	10210	10210
JANAYG010000041.region001	10210	10210
JANAYH010000048.region001	10210	10210
JANAYM010000040.region002	10210	10210
JANAYN010000082.region001	10210	10210
JANAYP010000006.region002	10210	10210
JANAYQ010000110.region001	10210	10210
JANAYR010000001.region001	10210	10210
JANAYS010000010.region002	10210	10210
JANAYT010000039.region002	10210	10210
JANAYU010000015.region001	10210	10210
JANAYV010000012.region001	10210	10210
JANAYX010000012.region002	10210	10210
JANAYY010000067.region001	10210	10210
JANAYZ010000057.region002	10210	10210
JANAZB010000020.region002	10210	10210
JANAZC010000022.region002	10210	10210
JANAZD010000016.region002	10210	10210
JANAZF010000012.region001	10210	10210
JANAZJ010000010.region001	10210	10210
JANAZK010000011.region002	10210	10210
JANAZL010000014.region002	10210	10210
JANAZN010000014.region002	10210	10210
JANAZO010000020.region002	10210	10210
JANAZP010000013.region002	10210	10210
JANAZQ010000047.region001	10210	10210
JANAZR010000006.region002	10210	10210
JANAZS010000020.region002	10210	10210
JANAZU010000012.region001	10210	10210
JANAZW010000049.region001	10210	10210
JANAZX010000041.region002	10210	10210
JANAZY010000010.region002	10210	10210
JANAZZ010000059.region001	10210	10210
JANBAA010000081.region001	10210	10210
JANBAB010000010.region002	10210	10210
JANBAC010000044.region002	10210	10210
JANBAF010000013.region001	10210	10210
JANBAI010000080.region001	10210	10210
JANBAL010000031.region002	10210	10210
JANBAM010000010.region001	10210	10210
JANBAN010000021.region001	10210	10210
JANBAP010000072.region002	10210	10210
JANCNW010000009.region001	10210	10210
JZDT01000059.1.region002	10210	10210
LIZI01000144.1.region002	10210	10210
LLET01000092.1.region001	10210	10210
LOAK01000551.1.region001	10210	10210
LOAM01000242.1.region001	10210	10210
LOAN01000125.1.region002	10210	10210
ML734572.1.region001	10210	10210
NKQQ01000104.1.region001	10210	10210
NLCL01000026.1.region001	10210	10210
NLCM01000310.1.region006	10210	10210
NLCN01000329.1.region002	10210	10210
NPKL01000027.1.region001	10210	10210
NWUG02000324.1.region001	10210	10210
NWUH02000025.1.region002	10210	10210
NWUI02000109.1.region001	10210	10210
RAWY01000197.1.region002	10210	10210
RAWZ01000148.1.region002	10210	10210
RAXA01000576.1.region002	10210	10210
RAXB01000063.1.region001	10210	10210
RAXD01000143.1.region001	10210	10210
RAXE01000031.1.region001	10210	10210
RAXF01000057.1.region001	10210	10210
RAXG01000140.1.region002	10210	10210
RAXH01000281.1.region001	10210	10210
RAXK01000077.1.region002	10210	10210
RAXL01000155.1.region002	10210	10210
RAXM01000303.1.region002	10210	10210
RAXN01000024.1.region003	10210	10210
RAXO01000778.1.region001	10210	10210
RAXP01000065.1.region001	10210	10210
RAXQ01000238.1.region002	10210	10210
RAXR01000180.1.region003	10210	10210
SJFD01000006.1.region002	10210	10210
VYXI01000516.1.region002	10210	10210
VYXJ01000411.1.region002	10210	10210
VYXK01000079.1.region002	10210	10210
CP047254.1.region010	12278	10228
CP051072.1.region002	12278	10228
CP082259.1.region003	12278	10228
JABVYS010000106.region001	12278	10228
JABVZA010000065.region002	12278	10228
JABVZB010000113.region001	12278	10228
JABVZC010000096.region001	12278	10228
JABVZF010000118.region001	12278	10228
JABVZJ010000029.region001	12278	10228
JALMFT010000014.region003	12278	10228
JAMFMO010000013.region003	12278	10228
JAMFMP010000006.region002	12278	10228
JAMFMR010000007.region003	12278	10228
JAMFMS010000010.region002	12278	10228
JAMFMT010000007.region003	12278	10228
JAMFMU010000013.region002	12278	10228
JAMFMV010000006.region003	12278	10228
JAMFMW010000006.region002	12278	10228
JAMFMX010000009.region003	12278	10228
JANAXD010000006.region001	12278	10228
JANAXE010000061.region001	12278	10228
JANAXF010000042.region001	12278	10228
JANAXG010000040.region001	12278	10228
JANAXH010000007.region001	12278	10228
JANAXI010000040.region001	12278	10228
JANAXJ010000078.region001	12278	10228
JANAXM010000060.region001	12278	10228
JANAXN010000021.region002	12278	10228
JANAXQ010000022.region001	12278	10228
JANAXR010000075.region001	12278	10228
JANAXS010000077.region001	12278	10228
JANAXU010000106.region001	12278	10228
JANAXV010000082.region001	12278	10228
JANAXW010000081.region001	12278	10228
JANAXX010000079.region001	12278	10228
JANAYB010000042.region001	12278	10228
JANAYD010000083.region001	12278	10228
JANAYF010000020.region003	12278	10228
JANAYG010000195.region001	12278	10228
JANAYJ010000019.region001	12278	10228
JANAYK010000115.region001	12278	10228
JANAYL010000033.region003	12278	10228
JANAYM010000004.region001	12278	10228
JANAYP010000003.region001	12278	10228
JANAYR010000008.region001	12278	10228
JANAYS010000015.region001	12278	10228
JANAYT010000298.region001	12278	10228
JANAYU010000082.region001	12278	10228
JANAYV010000044.region001	12278	10228
JANAYX010000087.region001	12278	10228
JANAZB010000011.region001	12278	10228
JANAZC010000059.region001	12278	10228
JANAZD010000079.region001	12278	10228
JANAZE010000013.region002	12278	10228
JANAZK010000080.region001	12278	10228
JANAZL010000041.region001	12278	10228
JANAZN010000081.region001	12278	10228
JANAZO010000084.region001	12278	10228
JANAZP010000043.region001	12278	10228
JANAZS010000051.region001	12278	10228
JANAZU010000048.region001	12278	10228
JANAZX010000082.region001	12278	10228
JANAZY010000049.region001	12278	10228
JANBAB010000065.region001	12278	10228
JANBAC010000037.region001	12278	10228
JANBAF010000006.region001	12278	10228
JANBAL010000008.region002	12278	10228
JANBAM010000087.region001	12278	10228
JANBAN010000024.region001	12278	10228
JANCNW010000014.region001	12278	10228
LOAN01000033.1.region001	12278	10228
NKQQ01000025.1.region003	12278	10228
NLCJ01000161.1.region003	12278	10228
NWUI02000135.1.region004	12278	10228
RAWY01000037.1.region003	12278	10228
RAWZ01000066.1.region003	12278	10228
RAXB01000011.1.region003	12278	10228
RAXD01000073.1.region003	12278	10228
RAXE01000064.1.region003	12278	10228
RAXF01000081.1.region002	12278	10228
RAXG01000215.1.region002	12278	10228
RAXH01000179.1.region005	12278	10228
RAXJ01000037.1.region001	12278	10228
RAXK01000122.1.region004	12278	10228
RAXN01000253.1.region004	12278	10228
RAXO01000619.1.region001	12278	10228
RAXP01000215.1.region001	12278	10228
RAXQ01000164.1.region003	12278	10228
RAXR01000114.1.region001	12278	10228
SJEZ01000030.1.region004	12278	10228
SJFA01000004.1.region003	12278	10228
SJFG01000003.1.region002	12278	10228
SJFJ01000015.1.region001	12278	10228
SKBW01000046.1.region006	12278	10228
SKBZ01000019.1.region001	12278	10228
VYXI01000112.1.region001	12278	10228
CP051080.1.region003	12278	12278
JABVYT010000055.region001	12278	12278
JABVYZ010000165.region001	12278	12278
JABVZE010000042.region002	12278	12278
JABVZG010000163.region001	12278	12278
JAGYXF010000068.region002	12278	12278
JANAXT010000025.region003	12278	12278
JANAXY010000207.region001	12278	12278
JANAYQ010000173.region001	12278	12278
JANAZA010000043.region001	12278	12278
JANAZV010000116.region001	12278	12278
JANAZW010000220.region001	12278	12278
JZDT01000187.1.region003	12278	12278
LLET01000023.1.region001	12278	12278
LOAO01000031.1.region001	12278	12278
NLCL01000058.1.region003	12278	12278
NLCM01000143.1.region003	12278	12278
NLCN01000098.1.region003	12278	12278
VYXK01000179.1.region001	12278	12278
BEXC01000281.1.region001	12278	18330
BEXK01000082.1.region001	12278	18330
BEXL01000010.1.region001	12278	18330
BEXM01000325.1.region001	12278	18330
BEXN01000044.1.region001	12278	18330
BEXO01000055.1.region001	12278	18330
BEXP01000098.1.region001	12278	18330
BEXQ01000009.1.region001	12278	18330
BEXR01000252.1.region001	12278	18330
BEXS01000982.1.region001	12278	18330
BGC0002167	12278	18330
CM030975.1.region003	12278	18330
CP044623.1.region009	12278	18330
CP051024.1.region003	12278	18330
CP051032.1.region003	12278	18330
CP051040.1.region003	12278	18330
CP051048.1.region003	12278	18330
CP051056.1.region003	12278	18330
CP051064.1.region003	12278	18330
CP051088.1.region003	12278	18330
CP051096.1.region003	12278	18330
CP059863.1.region003	12278	18330
CP059871.1.region003	12278	18330
CP061809.2.region003	12278	18330
JABVYR010000077.region001	12278	18330
JABVYU010000031.region002	12278	18330
JABVYV010000037.region001	12278	18330
JABVYW010000063.region001	12278	18330
JABVYX010000090.region001	12278	18330
JABVYY010000064.region002	12278	18330
JABVZD010000165.region001	12278	18330
JABVZH010000045.region001	12278	18330
JABVZI010000317.region001	12278	18330
JABVZK010000143.region001	12278	18330
JAMFMQ010000016.region003	12278	18330
JANAXC010000005.region001	12278	18330
JANAXK010000008.region003	12278	18330
JANAXL010000112.region001	12278	18330
JANAXP010000004.region002	12278	18330
JANAXZ010000018.region003	12278	18330
JANAYA010000025.region001	12278	18330
JANAYC010000023.region001	12278	18330
JANAYE010000123.region001	12278	18330
JANAYH010000001.region002	12278	18330
JANAYI010000056.region001	12278	18330
JANAYN010000039.region001	12278	18330
JANAYO010000043.region001	12278	18330
JANAYW010000028.region001	12278	18330
JANAYY010000042.region001	12278	18330
JANAYZ010000013.region003	12278	18330
JANAZF010000049.region001	12278	18330
JANAZG010000015.region002	12278	18330
JANAZI010000023.region001	12278	18330
JANAZJ010000106.region001	12278	18330
JANAZM010000001.region001	12278	18330
JANAZQ010000002.region002	12278	18330
JANAZR010000029.region001	12278	18330
JANAZT010000115.region001	12278	18330
JANAZZ010000012.region001	12278	18330
JANBAA010000427.region001	12278	18330
JANBAD010000015.region001	12278	18330
JANBAE010000043.region001	12278	18330
JANBAG010000035.region001	12278	18330
JANBAH010000018.region001	12278	18330
JANBAI010000004.region003	12278	18330
JANBAJ010001317.region001	12278	18330
JANBAK010000035.region001	12278	18330
JANBAO010000005.region001	12278	18330
JANBAP010000064.region001	12278	18330
JANCNX010000024.region003	12278	18330
JANCNY010000269.region001	12278	18330
JAOAMT010000041.region001	12278	18330
LIZI01000014.1.region001	12278	18330
LIZJ01000038.1.region001	12278	18330
LOAK01000147.1.region001	12278	18330
LOAL01000240.1.region001	12278	18330
LOAM01000131.1.region001	12278	18330
LOAQ01000143.1.region001	12278	18330
ML734583.1.region001	12278	18330
NKQP01000041.1.region002	12278	18330
NLCI01000160.1.region002	12278	18330
NLCK01000150.1.region002	12278	18330
NPKL01000003.1.region003	12278	18330
NWUG02001256.1.region001	12278	18330
NWUH02000265.1.region003	12278	18330
QQZZ01000104.1.region003	12278	18330
RAXA01000524.1.region001	12278	18330
RAXC01000015.1.region002	12278	18330
RAXI01000160.1.region003	12278	18330
RAXL01000013.1.region001	12278	18330
RAXM01000178.1.region003	12278	18330
SESK01000040.1.region001	12278	18330
SJFD01000002.1.region002	12278	18330
SJFH01000012.1.region002	12278	18330
SJFI01000027.1.region005	12278	18330
SJFL01000005.1.region006	12278	18330
SKBX01000009.1.region003	12278	18330
SKBY01000035.1.region003	12278	18330
VYXJ01000182.1.region001	12278	18330
VYXL01000600.1.region001	12278	18330
BEXM01000029.1.region001	10236	10236
CP051041.1.region004	10236	10236
CP051049.1.region004	10236	10236
CP051057.1.region004	10236	10236
CP051065.1.region005	10236	10236
CP051097.1.region005	10236	10236
CP059864.1.region004	10236	10236
JABVYR010000146.region001	10236	10236
JABVYS010000304.region001	10236	10236
JABVYV010000093.region001	10236	10236
JABVZC010000037.region001	10236	10236
JABVZF010000283.region001	10236	10236
JABVZI010000071.region001	10236	10236
JABVZK010000221.region001	10236	10236
JAMFMP010000003.region004	10236	10236
JAMFMS010000002.region004	10236	10236
JAMFMT010000008.region004	10236	10236
JAMFMX010000006.region004	10236	10236
JANAXE010000018.region001	10236	10236
JANAXF010000036.region001	10236	10236
JANAXI010000041.region001	10236	10236
JANAXJ010000040.region001	10236	10236
JANAXM010000040.region001	10236	10236
JANAXN010000015.region001	10236	10236
JANAXR010000076.region001	10236	10236
JANAXS010000006.region003	10236	10236
JANAXV010000043.region001	10236	10236
JANAYB010000034.region001	10236	10236
JANAYF010000080.region001	10236	10236
JANAYI010000009.region001	10236	10236
JANAYL010000016.region001	10236	10236
JANAYT010000096.region001	10236	10236
JANAYU010000012.region001	10236	10236
JANAYV010000053.region001	10236	10236
JANAZA010000015.region001	10236	10236
JANAZB010000077.region001	10236	10236
JANAZC010000038.region001	10236	10236
JANAZD010000057.region001	10236	10236
JANAZO010000048.region001	10236	10236
JANAZS010000041.region001	10236	10236
JANAZX010000008.region001	10236	10236
JANAZY010000060.region001	10236	10236
JANBAB010000040.region001	10236	10236
JANBAC010000038.region001	10236	10236
JANBAH010000009.region001	10236	10236
JANBAI010000009.region001	10236	10236
JANBAJ010000236.region001	10236	10236
JANBAM010000061.region001	10236	10236
JANBAN010000042.region001	10236	10236
LOAN01000005.1.region001	10236	10236
NKQP01000087.1.region001	10236	10236
NLCK01000125.1.region001	10236	10236
RAXE01000184.1.region001	10236	10236
RAXK01000012.1.region001	10236	10236
RAXR01000101.1.region001	10236	10236
VYXI01001276.1.region001	10236	10236
CM030976.1.region007	10237	10237
CP044617.1.region007	10237	10237
CP047255.1.region006	10237	10237
CP051025.1.region007	10237	10237
CP051033.1.region007	10237	10237
CP051041.1.region006	10237	10237
CP051049.1.region006	10237	10237
CP051057.1.region006	10237	10237
CP051064.1.region010	10237	10237
CP051073.1.region005	10237	10237
CP051081.1.region007	10237	10237
CP051089.1.region007	10237	10237
CP051097.1.region007	10237	10237
CP059864.1.region006	10237	10237
CP059872.1.region007	10237	10237
CP061810.1.region006	10237	10237
CP082260.1.region006	10237	10237
JABVYS010000219.region001	10237	10237
JABVYU010000220.region001	10237	10237
JABVYW010000239.region001	10237	10237
JABVYX010000039.region001	10237	10237
JABVYY010000236.region001	10237	10237
JABVYZ010000040.region001	10237	10237
JABVZA010000015.region001	10237	10237
JABVZB010000034.region001	10237	10237
JABVZF010000158.region001	10237	10237
JABVZH010000217.region001	10237	10237
JABVZJ010000264.region001	10237	10237
JAGYXF010000027.region001	10237	10237
JALMFT010000005.region001	10237	10237
JAMFMO010000031.region001	10237	10237
JAMFMP010000011.region003	10237	10237
JAMFMQ010000038.region001	10237	10237
JAMFMR010000038.region001	10237	10237
JAMFMS010000028.region001	10237	10237
JAMFMT010000030.region001	10237	10237
JAMFMU010000029.region001	10237	10237
JAMFMV010000033.region001	10237	10237
JAMFMW010000049.region001	10237	10237
JAMFMX010000035.region001	10237	10237
JANAXC010000240.region001	10237	10237
JANAXD010000007.region001	10237	10237
JANAXE010000032.region001	10237	10237
JANAXF010000038.region001	10237	10237
JANAXG010000170.region001	10237	10237
JANAXH010000016.region001	10237	10237
JANAXI010000005.region001	10237	10237
JANAXJ010000171.region001	10237	10237
JANAXK010000061.region001	10237	10237
JANAXM010000169.region001	10237	10237
JANAXN010000150.region001	10237	10237
JANAXQ010000021.region001	10237	10237
JANAXR010000202.region001	10237	10237
JANAXS010000097.region001	10237	10237
JANAXU010000166.region001	10237	10237
JANAXV010000039.region001	10237	10237
JANAXW010000010.region001	10237	10237
JANAXX010000011.region001	10237	10237
JANAXY010000012.region001	10237	10237
JANAYB010000197.region001	10237	10237
JANAYD010000160.region001	10237	10237
JANAYE010000025.region001	10237	10237
JANAYF010000009.region001	10237	10237
JANAYG010000013.region001	10237	10237
JANAYI010000220.region001	10237	10237
JANAYJ010000055.region001	10237	10237
JANAYM010000015.region001	10237	10237
JANAYN010000193.region001	10237	10237
JANAYP010000208.region001	10237	10237
JANAYR010000010.region001	10237	10237
JANAYS010000013.region001	10237	10237
JANAYT010000007.region001	10237	10237
JANAYU010000045.region001	10237	10237
JANAYV010000060.region001	10237	10237
JANAYX010000100.region001	10237	10237
JANAZB010000167.region001	10237	10237
JANAZC010000167.region001	10237	10237
JANAZD010000035.region001	10237	10237
JANAZE010000056.region001	10237	10237
JANAZJ010000018.region001	10237	10237
JANAZK010000035.region001	10237	10237
JANAZL010000003.region001	10237	10237
JANAZN010000037.region001	10237	10237
JANAZO010000014.region001	10237	10237
JANAZP010000014.region001	10237	10237
JANAZS010000025.region001	10237	10237
JANAZU010000011.region001	10237	10237
JANAZV010000011.region001	10237	10237
JANAZX010000012.region001	10237	10237
JANAZY010000015.region001	10237	10237
JANBAC010000174.region001	10237	10237
JANBAF010000066.region001	10237	10237
JANBAH010000208.region001	10237	10237
JANBAK010000010.region001	10237	10237
JANBAL010000092.region001	10237	10237
JANBAM010000013.region001	10237	10237
JANBAN010000053.region001	10237	10237
JANBAP010000197.region001	10237	10237
JANCNW010000007.region001	10237	10237
JANCNY010000055.region001	10237	10237
JAOAMT010000187.region001	10237	10237
LIZJ01000209.1.region001	10237	10237
LOAL01000383.1.region001	10237	10237
ML734606.1.region001	10237	10237
NKQP01000053.1.region001	10237	10237
NKQQ01000002.1.region001	10237	10237
NLCI01000107.1.region001	10237	10237
NLCJ01000251.1.region001	10237	10237
NLCK01000236.1.region001	10237	10237
NLCL01000290.1.region001	10237	10237
NLCM01000112.1.region001	10237	10237
NPKL01000030.1.region001	10237	10237
NWUG02001150.1.region001	10237	10237
NWUH02000274.1.region001	10237	10237
NWUI02000249.1.region001	10237	10237
QQZZ01000082.1.region001	10237	10237
RAWY01000056.1.region001	10237	10237
RAWZ01000003.1.region002	10237	10237
RAXA01000204.1.region001	10237	10237
RAXB01000083.1.region001	10237	10237
RAXC01000039.1.region001	10237	10237
RAXD01000071.1.region001	10237	10237
RAXE01000028.1.region001	10237	10237
RAXF01000031.1.region001	10237	10237
RAXG01000081.1.region001	10237	10237
RAXH01000117.1.region001	10237	10237
RAXI01000002.1.region001	10237	10237
RAXJ01000028.1.region001	10237	10237
RAXK01000050.1.region001	10237	10237
RAXL01000161.1.region001	10237	10237
RAXM01000087.1.region001	10237	10237
RAXN01000108.1.region001	10237	10237
RAXO01000016.1.region001	10237	10237
RAXP01000205.1.region001	10237	10237
RAXQ01000036.1.region001	10237	10237
RAXR01000141.1.region001	10237	10237
SJEZ01000040.1.region001	10237	10237
SJFA01000034.1.region001	10237	10237
SJFD01000037.1.region001	10237	10237
SJFG01000043.1.region001	10237	10237
SJFH01000039.1.region001	10237	10237
SJFJ01000050.1.region001	10237	10237
SJFL01000024.1.region001	10237	10237
SKBW01000020.1.region001	10237	10237
SKBX01000005.1.region001	10237	10237
SKBY01000043.1.region001	10237	10237
SKBZ01000015.1.region001	10237	10237
VYXK01000341.1.region001	10237	10237
BEXK01000475.1.region001	10237	13823
BEXL01000108.1.region001	10237	13823
BEXM01000655.1.region001	10237	13823
BEXN01000693.1.region001	10237	13823
BEXO01000105.1.region001	10237	13823
BEXP01000485.1.region001	10237	13823
BEXQ01000575.1.region001	10237	13823
BEXR01001352.1.region001	10237	13823
BEXS01000463.1.region001	10237	13823
JABVYR010000333.region001	10237	13823
JABVYT010000321.region001	10237	13823
JABVYV010000347.region001	10237	13823
JABVZC010000306.region001	10237	13823
JABVZD010000302.region001	10237	13823
JABVZE010000264.region001	10237	13823
JABVZG010000599.region001	10237	13823
JABVZI010000397.region001	10237	13823
JABVZK010000453.region001	10237	13823
JANAXL010000226.region001	10237	13823
JANAXP010000074.region001	10237	13823
JANAXT010000016.region001	10237	13823
JANAXZ010000065.region001	10237	13823
JANAYA010000012.region001	10237	13823
JANAYC010000010.region001	10237	13823
JANAYH010000004.region001	10237	13823
JANAYK010000074.region001	10237	13823
JANAYL010000018.region001	10237	13823
JANAYO010000216.region001	10237	13823
JANAYQ010000020.region001	10237	13823
JANAYW010000061.region001	10237	13823
JANAYY010000017.region001	10237	13823
JANAYZ010000019.region001	10237	13823
JANAZA010000019.region001	10237	13823
JANAZF010000225.region001	10237	13823
JANAZG010000062.region001	10237	13823
JANAZH010000047.region001	10237	13823
JANAZI010000220.region001	10237	13823
JANAZM010000058.region001	10237	13823
JANAZQ010000020.region001	10237	13823
JANAZR010000068.region001	10237	13823
JANAZT010000012.region001	10237	13823
JANAZW010000311.region001	10237	13823
JANAZZ010000018.region001	10237	13823
JANBAA010000061.region001	10237	13823
JANBAB010000006.region001	10237	13823
JANBAD010000354.region001	10237	13823
JANBAE010000272.region001	10237	13823
JANBAG010000016.region001	10237	13823
JANBAI010000011.region001	10237	13823
JANBAJ010000429.region001	10237	13823
JANBAO010000064.region001	10237	13823
JANCNX010000070.region001	10237	13823
JZDT01000360.1.region001	10237	13823
NLCN01000154.1.region001	10237	13823
SESK01000152.1.region001	10237	13823
SJFI01000046.1.region001	10237	13823
VYXI01000707.1.region001	10237	13823
VYXJ01001061.1.region001	10237	13823
VYXL01000465.1.region001	10237	13823
BEXC01001057.1.region001	10237	14313
LIZI01000329.1.region001	10237	14313
LLET01000263.1.region001	10237	14313
LOAK01000653.1.region001	10237	14313
LOAM01000576.1.region001	10237	14313
LOAN01000372.1.region001	10237	14313
LOAO01000444.1.region001	10237	14313
LOAQ01000580.1.region001	10237	14313
BEXO01000293.1.region001	10238	10238
BEXP01000033.1.region001	10238	10238
BEXQ01000124.1.region001	10238	10238
BEXS01000972.1.region001	10238	10238
BGC0002238	10238	10238
CM030973.1.region008	10238	10238
CP047252.1.region008	10238	10238
CP051070.1.region008	10238	10238
CP051078.1.region008	10238	10238
CP082257.1.region007	10238	10238
JABVYR010000004.region001	10238	10238
JABVYS010000032.region001	10238	10238
JABVYY010000026.region001	10238	10238
JABVZA010000023.region001	10238	10238
JABVZB010000030.region001	10238	10238
JABVZC010000010.region001	10238	10238
JABVZD010000005.region001	10238	10238
JABVZE010000005.region001	10238	10238
JABVZF010000031.region001	10238	10238
JABVZG010000045.region001	10238	10238
JABVZH010000008.region001	10238	10238
JABVZJ010000009.region002	10238	10238
JAGYXF010000006.region001	10238	10238
JALMFT010000009.region004	10238	10238
JAMFMO010000008.region002	10238	10238
JAMFMP010000011.region001	10238	10238
